GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
100,1205,945,84,194,3041,3.9,75,8,10
100,1205,945,84,194,3041,3.9,75,8,10
100,1273,945,84,205,3036,3.9,75,6,10
99,1273,945,83,208,3036,3.9,77,6,10
99,1273,945,83,208,3036,3.9,77,8,10
99,1243,945,84,202,3036,3.9,79,8,10
99,1273,945,84,199,3036,3.9,80,8,10
99,1273,945,84,199,3036,3.9,80,8,10
100,1240,945,82,190,3041,3.9,74,8,10
100,1240,945,82,190,3041,3.9,74,8,10
100,1217,945,84,200,3041,3.9,76,7,10
100,1217,945,84,200,3041,3.9,76,7,10
100,1168,945,84,201,3036,3.9,77,7,10
100,1168,945,84,201,3036,3.9,77,7,10
100,1168,945,84,196,3036,3.9,77,6,10
100,1168,945,84,196,3036,3.9,77,6,10
100,1240,945,82,195,3036,4,76,7,10
100,1240,945,82,195,3036,4,76,7,10
99,1245,945,84,190,3041,4,76,7,10
99,1245,945,84,190,3041,4,76,7,10
100,1230,945,82,200,3036,4,73,7,10
100,1250,945,84,209,3041,4,77,7,10
100,1250,945,84,209,3041,4,77,7,10
100,1240,945,82,196,3036,4,77,7,10
100,1221,945,84,194,3041,4,76,7,10
100,1221,945,84,194,3041,4,76,7,10
100,1257,945,82,202,3036,4,73,7,10
100,1257,945,82,202,3036,4,73,7,10
99,1253,945,84,202,3036,4,75,7,10
100,1235,945,84,192,3041,4,74,7,10
100,1235,945,84,192,3041,4,74,7,10
100,1191,945,83,186,3036,4,75,6,10
100,1191,945,83,186,3036,4,75,6,10
100,1225,945,83,195,3041,4,77,7,10
100,1225,945,83,195,3041,4,77,7,10
99,1215,945,85,195,3041,4,73,8,10
100,1194,945,84,195,3042,4,75,6,10
100,1194,945,84,195,3042,4,75,6,10
100,1235,945,82,197,3037,4,77,7,10
100,1259,945,84,201,3036,4,65,8,10
100,1235,945,82,194,3046,4,63,8,10
100,1235,945,82,194,3046,4,63,6,10
100,1244,945,82,196,3041,4,68,5,10
100,1244,945,82,196,3041,4,68,5,10
100,1229,945,82,198,3041,4,66,6,10
100,1229,945,82,198,3041,4,66,6,10
100,1225,945,82,195,3036,4,65,8,10
99,1223,945,84,194,3036,4,73,8,10
100,1195,945,83,199,3041,4,71,7,10
100,1195,945,83,199,3041,4,71,7,10
99,1258,945,84,201,3042,4,61,7,10
99,1240,945,84,206,3037,4,62,8,10
99,1240,945,84,206,3037,4,62,8,10
99,1244,945,84,203,3041,4,72,7,10
99,1244,945,84,203,3041,4,72,7,10
99,1200,945,82,198,3042,4,69,7,10
99,1200,945,82,198,3042,4,69,7,10
100,1245,945,82,196,3036,4,67,9,10
100,1227,945,84,194,3037,4,77,7,10
100,1227,945,84,194,3037,4,77,7,10
100,1206,945,82,196,3042,4,68,7,10
100,1206,945,82,196,3042,4,68,7,10
100,1288,945,82,211,3036,4,61,7,10
100,1288,945,82,211,3036,4,61,7,10
100,1265,945,83,199,3037,4,65,6,10
99,1226,945,84,194,3037,4,66,7,10
100,1211,945,84,194,3037,4,68,7,10
100,1211,945,83,209,3037,4,68,6,10
100,1259,945,82,210,3042,4,76,7,10
100,1259,945,82,210,3042,4,76,7,10
99,1293,945,84,207,3037,4,64,8,10
99,1293,945,84,207,3037,4,64,8,10
100,1215,945,84,193,3037,4,64,6,10
100,1215,945,84,193,3037,4,64,6,10
100,1274,945,82,210,3036,4,65,6,10
100,1274,945,82,210,3036,4,65,6,10
100,1196,945,82,197,3037,4,73,8,10
100,1196,945,82,197,3037,4,76,8,10
